time_bucket_2_accel,x (m/s^2),y (m/s^2),z (m/s^2),B (Raw)
2922,1.18,0.6,-9.81,508
2923,0.76,0.15,-10.47,507
2924,0.17,0.56,-11.2,507
2925,0.5,0.53,-10.82,507
2926,0.17,0.75,-9.81,508
2927,0.32,1.2,-10.59,507
2928,0.17,0.72,-8.88,507
2930,0.17,0.75,-8.65,508
2931,0.43,0.6,-9.46,508
2932,1.18,0.15,-11.98,507
2933,1.18,0.11,-11.28,507
2934,1.4,0.11,-11.36,507
2935,0.73,0.04,-9.89,507
2936,0.58,1.32,-8.15,507
2937,1.18,1.32,-10.12,507
2938,1.33,1.02,-11.36,508
2939,1.85,1.28,-12.33,508
2940,0.09,0.23,-11.05,507
2941,0.43,0.64,-10.43,508
2942,0.35,0.08,-10.08,507
2943,-0.02,-0.22,-7.53,507
2944,0.17,-0.11,-7.37,507
2945,0.17,1.17,-11.55,508
2946,0.62,0,-11.32,507
2947,0.28,0.6,-8.92,507
2948,0.76,0.64,-8.92,507
2949,0.43,0.11,-10.86,507
2950,0.24,0.26,-10.39,507
2951,0.58,0.6,-9.58,507
2952,0.84,0.08,-9.93,507
2953,0.76,0.38,-10.12,507
2954,0.65,0.68,-9.5,507
2955,0.43,0.34,-10.82,507
2956,0.35,0.94,-11.48,507
2957,0.62,0.75,-10.2,507
2958,0.69,0.64,-9.85,507
2959,0.65,0.68,-9.93,507
2960,0.65,0.49,-9.85,507
2961,0.54,0.26,-10.55,507
2962,0.24,0.15,-10.28,507
2963,0.58,0.38,-9.85,507
2964,0.39,0.15,-9.89,507
2965,0.5,0.34,-10.51,507
2967,0.58,0.26,-11.44,507
2968,0.65,0.53,-11.17,508
2969,0.35,0.53,-9.81,507
2970,0.2,0.08,-8.73,508
2971,0.2,0.68,-9.42,508
2972,0.43,0.04,-11.48,507
2973,0.28,0.08,-11.67,507
2974,1.06,0.53,-11.55,507
2975,0.8,0.08,-10.93,508
2976,0.47,0.64,-9.73,507
2977,-0.06,0.68,-8.34,507
2978,-0.99,0.08,-7.95,507
2979,-0.77,0.08,-9.73,508
2980,0.13,0.45,-11.48,507
2981,0.91,0.19,-11.13,507
2982,0.35,0.11,-11.09,508
2983,0.62,0.11,-10.35,507
2984,0.54,0.53,-9.23,507
2985,0.2,0.38,-9.54,507
2986,0.24,0.15,-9.69,507
2987,0.8,0.19,-10.7,507
2988,1.06,0.23,-9.58,508
2989,0.76,0.38,-10.28,508
2990,0.24,0.11,-10.74,507
2991,0.28,0.87,-11.4,508
2992,0.17,0.9,-12.09,508
2993,0.17,0.79,-11.01,507
2994,0.35,1.13,-7.14,508
2995,0.76,1.54,-9.85,507
2996,0.32,0.9,-10.93,507
2997,1.18,-0.71,-11.51,507
2998,1.51,1.47,-10.97,508
2999,1.03,1.39,-9.62,508
3000,0.95,-0.34,-10.93,507
3001,0.39,0.75,-11.51,507
3003,0.24,0.53,-10,508
3004,0.73,-0.11,-8.5,508
3005,1.03,0.68,-9.93,508
3006,0.5,1.2,-10.16,507
3007,0.09,0.04,-10.51,508
3008,0.17,1.58,-11.2,507
3009,1.33,0.6,-10.28,507
3010,1.14,-0.07,-9.89,507
3011,0.73,0.08,-9.58,507
3012,1.1,0.53,-9.85,507
3013,0.88,0.11,-10.82,507
3014,0.2,0.08,-11.75,507
3015,0.76,0.75,-10.89,507
3016,0.17,1.09,-11.51,507
3017,0.2,1.69,-10.47,507
3018,0.65,0.94,-9.66,507
3019,1.44,0.72,-11.09,507
3020,1.03,1.43,-10.16,507
3021,0.17,1.09,-9,507
3022,1.03,0.64,-8.46,507
3023,0.65,0.41,-9.93,507
3024,0.91,0.83,-11.09,507
3025,0.76,0.08,-10.35,507
3026,1.33,0.38,-10.59,507
3027,0.95,0.75,-10.39,507
3028,0.43,0.34,-10.89,507
3029,0.65,0.79,-9.97,507
3030,0.17,1.13,-9.93,508
3031,0.73,0.3,-9.81,507
3032,1.33,-0.19,-10.04,507
3033,1.44,0.9,-9.81,507
3034,1.21,0.79,-10.35,507
3035,0.43,0,-10.43,507
3036,0.17,1.09,-11.09,508
3037,0.62,0.08,-9.93,507
3038,0.73,0.45,-10.93,507
3039,0.47,0.75,-9.77,507
3041,0.2,0.08,-10.43,507
3042,0.28,0.68,-11.44,507
3043,0.54,0.87,-10.93,507
3044,0.62,0.08,-9.23,507
3045,0.32,0.15,-8.92,507
3046,0.73,0.75,-11.75,507
3047,0.69,0.19,-11.59,507
3048,0.35,0.08,-10.31,507
3049,0.2,0.11,-8.46,507
3050,0.17,0.56,-9.77,507
3051,0.35,0.19,-11.63,508
3052,0.65,0,-10.89,508
3053,0.88,0.11,-9.62,507
3054,1.14,0.08,-9.54,507
3055,0.39,0.19,-9.27,507
3056,0.17,0.3,-11.59,507
3057,0.17,0.08,-11.4,507
3058,0.76,0.64,-10.93,507
3059,0.28,0.08,-9.31,507
3060,0.35,0.26,-9.39,507
3061,0.84,0.11,-8.8,507
3062,1.18,0.15,-9.23,507
3063,1.14,0.49,-9.23,507
3064,0.91,0.75,-11.98,507
3065,1.33,1.88,-11.2,507
3066,0.17,-0.64,-9.54,507
3067,0.95,1.77,-11.17,507
3068,1.66,1.05,-10.51,507
3069,1.14,-0.41,-7.95,507
3070,1.33,1.28,-10.55,507
3071,0.84,0.56,-11.82,507
3072,1.06,0.87,-11.75,507
3073,0.17,1.24,-10.39,507
3074,0.2,0,-9.31,507
3075,0.24,0.56,-8.57,507
3077,0.39,1.62,-10.12,507
3078,0.88,0.6,-11.32,507
3079,0.65,0.94,-11.55,507
3080,0.95,0.75,-9.93,507
3081,1.18,0.11,-11.24,508
3082,1.25,1.05,-10.78,507
3083,1.59,0.9,-11.78,507
3084,0.73,0.79,-9.42,507
3085,0.73,0.9,-8.15,507
3086,1.18,0.08,-9.73,507
3087,1.1,0.04,-12.17,507
3088,0.58,0.72,-13.06,507
3089,0.13,-0.37,-9.39,507
3090,0.32,1.5,-8.15,507
3091,0.2,1.47,-11.01,507
3092,0.17,0.3,-10,507
3093,1.33,0.19,-9.58,507
3094,0.88,0.19,-10.55,507
3095,0.69,1.69,-11.05,507
3096,0.32,0.38,-10.97,507
3097,1.59,1.24,-11.86,507
3098,0.2,1.24,-11.36,507
3099,0.47,0.45,-9.89,507
3100,1.29,0.94,-8.73,507
3101,1.03,1.92,-9.85,507
3102,0.84,1.02,-9.93,507
3103,1.85,0.11,-10.89,507
3104,0.47,0.79,-9.93,507
3105,0.32,0.75,-10.97,507
3106,1.66,0.79,-10.93,507
3107,1.29,1.02,-9.85,507
3108,0.88,0.34,-8.3,507
3109,0.84,0.72,-10.82,508
3110,1.25,1.43,-11.59,507
3111,1.29,0.87,-12.25,507
3112,1.25,1.2,-10,507
3114,0.43,0.75,-9.23,507
3115,0.91,1.09,-9.89,507
3116,1.47,1.73,-10.93,507
3117,0.88,0.53,-10.59,507
3118,0.2,0.87,-10.16,507
3119,1.18,1.5,-10.66,507
3120,0.69,0.3,-11.36,507
3121,1.51,0.94,-12.21,507
3122,0.43,-0.07,-9.77,507
3123,0.17,0.56,-9.89,507
3124,0.13,1.43,-9.66,507
3125,0.09,0.08,-10.74,507
3126,0.73,1.13,-11.55,507
3127,1.47,0.6,-9.46,507
3128,0.84,0.3,-7.68,507
3129,0.84,1.35,-9.42,507
3130,0.69,1.24,-10.93,507
3131,0.95,0.04,-10.93,507
3132,1.18,1.5,-10.2,507
3133,0.99,0.56,-9.54,507
3134,0.76,0.53,-9.42,507
3135,0.69,1.39,-10.28,507
3136,0.54,0.68,-10.16,507
3137,0.69,0.75,-9.97,507
3138,1.14,1.13,-9.66,507
3139,1.1,0.41,-10.08,507
3140,0.65,0.94,-10.31,507
3141,0.35,0.72,-9.5,507
3142,0.54,0.68,-9.69,507
3143,0.73,0.79,-9.97,507
3144,0.91,0.45,-10.97,507
3145,0.73,0.41,-10.55,507
3146,0.88,0.6,-10.89,507
3147,0.84,0.6,-11.09,507
3148,0.43,0.49,-10.47,507
3150,0.17,0.3,-8.69,507
3151,0.2,0.08,-8.3,507
3152,0.43,0.08,-10.66,507
3153,0.8,0.19,-10.86,507
3154,0.35,0.75,-10.28,507
3155,0.17,0.64,-9.62,507
3156,0.17,0.15,-9.46,507
3157,0.43,0.79,-9.97,507
3158,0.8,0.38,-10.78,507
3159,0.73,0.08,-11.98,507
3160,0.73,0.6,-10.86,507
3161,0.47,0.08,-9.58,507
3162,0.54,0.6,-9.27,507
3163,0.5,0.08,-9.23,507
3164,0.32,0.08,-9.11,507
3165,0.62,0.72,-11.59,507
3166,0.28,1.05,-12.25,507
3167,0.47,0.75,-11.05,507
3168,0.5,0.83,-10.2,507
3169,0.2,0.87,-9.69,507
3170,0.32,0.68,-9.39,507
3171,0.58,0.08,-8.84,507
3172,0.99,0.38,-9.89,507
3173,0.8,0.15,-8.5,507
3174,0.99,0.19,-9.97,507
3175,1.25,0.64,-11.98,507
3176,1.25,0.19,-11.78,507
3177,0.47,0.87,-10.55,507
3178,0.17,0.45,-9.42,507
3179,0.5,0.9,-9.5,507
3180,0.69,1.05,-9.66,507
3181,0.2,0.49,-10.12,507
3182,0.28,0.72,-10.16,507
3183,0.32,1.35,-10.28,507
3184,0.84,0.08,-10.59,507
3185,0.54,0.64,-10.93,507
3186,0.84,0.68,-10.12,507
3188,0.91,0.04,-8.96,507
3189,0.91,0.53,-9.73,507
3190,0.91,0.83,-9.04,507
3191,1.06,-0.19,-10.74,507
3192,0.62,1.2,-11.36,507
3193,0.2,0.68,-9.66,507
3194,0.69,0.15,-10.04,507
3195,0.76,1.13,-10.93,507
3196,0.62,0.3,-10.93,507
3197,0.24,0.08,-9.31,507
3198,0.35,0.9,-10.04,507
3199,0.8,0.45,-11.05,507
3200,0.76,0.15,-10.28,507
3201,0.39,0.87,-9.15,507
3202,0.24,0.08,-10.08,507
3203,0.65,0.83,-11.32,507
3204,0.73,1.02,-11.59,507
3205,0.28,0.68,-9.5,507
3206,0.62,0.08,-8.5,507
3207,0.91,0.15,-9.81,507
3208,1.06,0.41,-10.55,507
3209,1.21,0.68,-10.43,507
3210,1.03,0.6,-9.39,507
3211,0.84,0.19,-9.58,507
3212,0.84,0.83,-10.59,507
3213,0.62,1.02,-11.01,507
3214,0.32,0.64,-9.66,507
3215,0.28,0.68,-9.54,507
3216,0.69,0.87,-10.43,507
3217,0.76,1.09,-10.51,507
3218,0.28,0.53,-10.74,507
3219,0.62,0.75,-10.59,507
3220,1.14,0.49,-10.39,507
3221,1.06,0.08,-9,507
3222,0.99,0.94,-9.46,507
3224,0.99,0.64,-10.31,507
3225,0.91,0.87,-10.97,507
3226,1.14,1.32,-10.93,507
3227,1.29,0.41,-11.2,507
3228,0.58,0.75,-9.85,507
3229,0.35,0.68,-7.64,507
3230,1.1,0.72,-10.08,507
3231,1.1,0.64,-12.37,507
3232,0.2,0.94,-11.32,507
3233,0.17,1.69,-10.74,507
3234,0.65,-0.11,-9.46,507
3235,0.69,0.79,-9.58,507
3236,1.51,2.03,-12.79,507
3237,1.18,0.41,-12.25,507
3238,1.47,1.65,-11.09,507
3239,0.69,-0.15,-9.31,507
3240,0.8,1.02,-8.77,507
3241,1.1,1.24,-9.39,507
3242,1.29,-0.94,-10.74,507
3243,0.47,1.05,-10.82,507
3244,0.17,0.94,-9.89,507
3245,1.1,0.04,-11.32,507
3246,0.28,1.24,-13.41,507
3247,1.06,-0.45,-11.01,507
3248,1.06,1.28,-9.85,507
3249,0.54,1.05,-9.04,507
3250,0.39,0.11,-8.3,507
3251,0.13,2.03,-10.39,507
3252,1.21,0.08,-10.82,507
3253,0.58,0.3,-11.01,507
3254,1.21,2.18,-10.93,507
3255,0.8,-0.45,-9.27,507
3256,0.76,0.83,-8.96,507
3257,0.58,1.69,-10.31,507
3258,0.69,0.04,-11.13,507
3260,0.5,2.14,-11.67,507
3261,0.54,0.08,-9.85,507
3262,0.69,0.26,-9.81,507
3263,0.73,1.5,-9.81,507
3264,0.84,-0.15,-9.31,507
3265,0.99,-0.04,-11.05,507
3266,1.25,0.53,-12.52,507
3267,0.76,0.04,-11.13,507
3268,0.2,1.17,-10.16,507
3269,0.2,0.15,-9.31,507
3270,0.32,0.79,-9.31,507
3271,0.17,0.64,-7.14,507
3272,0.76,0.08,-9.08,507
3273,0.91,0.15,-11.63,507
3274,0.99,0.38,-10.16,507
3275,0.65,0.3,-9.97,507
3276,0.8,0.79,-10.28,507
3277,0.65,1.02,-10.16,507
3278,0.28,0.19,-9.97,507
3279,1.29,1.32,-12.4,507
3280,0.62,0.11,-11.4,507
3281,0.84,1.05,-10.97,507
3282,0.8,0.79,-10.24,507
3283,0.65,0.98,-10.86,507
3284,0.5,1.13,-8.42,507
3285,0.73,1.8,-11.09,507
3286,0.84,0.72,-10.55,507
3287,0.65,-0.11,-9.73,507
3288,0.35,-0.19,-6.41,507
3289,0.2,1.39,-10.16,507
3290,1.14,0.26,-11.05,507
3291,0.69,1.32,-12.71,507
3292,0.95,-0.04,-8.53,507
3293,1.51,-0.19,-12.71,507
3294,0.8,1.84,-12.17,507
3295,0.02,0,-11.71,507
3297,-0.36,1.47,-11.24,507
3298,1.18,0.08,-8.34,507
3299,0.13,-0.26,-8.5,507
3300,-0.62,1.05,-9.19,507
3301,0.8,-0.15,-9.69,507
3302,2.22,0.04,-11.17,507
3303,1.4,1.43,-10.93,507
3304,0.13,-0.22,-11.28,507
3305,1.59,1.58,-11.67,507
3306,0.88,0.04,-11.32,507
3307,0.17,1.39,-10.86,507
3308,0.28,1.02,-8.77,507
3309,1.66,0.56,-10.86,507
3310,1.36,0.94,-11.67,507
3311,1.33,-0.37,-11.09,507
3312,0.73,1.62,-10.78,507
3313,0.69,0.94,-9.89,507
3314,0.84,0.34,-9.73,507
3315,1.18,1.28,-9.69,507
3316,0.47,0.15,-9.42,507
3317,0.73,0.11,-9.08,507
3318,0.99,1.39,-11.44,507
3319,0.69,0.87,-11.67,507
3320,0.73,1.13,-11.36,507
3321,0.69,0.94,-11.48,507
3322,0.88,1.02,-12.06,507
3323,0.65,0.94,-9.89,507
3324,0.99,0.08,-8.84,507
3325,1.06,0.45,-9.46,507
3326,0.84,-0.56,-10.74,507
3327,0.91,0.56,-10.93,507
3328,0.28,1.05,-11.2,507
3329,0.91,0.6,-12.33,507
3330,0.58,1.58,-11.75,507
3331,0.58,0.08,-8.57,507
3333,0.76,1.39,-8.03,507
3334,0.73,0.79,-12.09,507
3335,2.07,0.15,-13.56,507
3336,0.69,1.2,-9.54,507
3337,0.17,1.39,-8.69,507
3338,0.62,0.08,-9.31,507
3339,0.73,0.98,-10.43,507
3340,0.95,0.56,-10.35,507
3341,0.24,1.24,-10.59,507
3342,2.48,0.08,-11.82,507
3343,1.33,0.26,-9.85,507
3344,1.66,1.73,-9.81,507
3345,0.32,-0.37,-11.2,507
3346,0.54,1.02,-10.93,507
3347,0.65,1.77,-9.31,507
3348,0.43,-0.11,-8.88,507
3349,0.35,0.38,-10.04,507
3350,0.69,1.32,-10.16,507
3351,0.62,0,-10.82,507
3352,0.73,0.87,-10.89,507
3353,0.95,0.08,-11.32,507
3354,0.95,0.34,-10.93,507
3355,0.91,1.28,-10.43,507
3356,1.14,0.15,-11.28,507
3357,1.66,1.58,-15.42,507
3358,1.33,1.13,-10.74,507
3359,1.21,1.99,-10.55,507
3360,1.25,0.38,-12.6,507
3361,0.2,1.02,-11.55,507
3362,-0.95,0.83,-9.23,507
3363,1.06,-0.07,-11.51,507
3364,1.4,0.6,-12.33,507
3365,1.06,0.87,-10.39,507
3366,2,-0.86,-11.48,507
3367,1.77,1.8,-10.08,507
3368,1.29,2.37,-11.13,507
3369,-0.06,-1.46,-10.43,507
3371,0.91,1.5,-10.86,507
3372,0.88,0.83,-9.66,507
3373,-0.02,0.68,-12.37,507
3374,0.73,1.54,-9.73,507
3375,1.7,0.45,-9.54,507
3376,1.62,1.13,-12.02,507
3377,0.17,1.39,-11.2,507
3378,1.21,0.83,-11.01,507
3379,0.54,1.09,-11.32,507
3380,0.95,0.11,-10.12,507
3381,1.47,1.17,-11.13,507
3382,1.21,0.11,-10.28,507
3383,0.73,0.87,-8.73,507
3384,1.51,1.05,-12.02,507
3385,-0.21,0,-11.67,507
3386,0.91,1.09,-10.08,507
3387,0.88,0,-8.53,507
3388,1.06,0.68,-10.89,507
3389,0.62,0.08,-13.22,507
3390,0.84,0.56,-9.69,507
3391,0.54,-0.49,-8.07,507
3392,0.88,1.05,-11.24,507
3393,1.62,0.9,-13.76,507
3394,1.62,0.56,-12.25,507
3395,0.73,1.24,-9.81,507
3396,0.8,0.9,-9.77,507
3397,0.8,0.23,-8.3,507
3398,0.62,1.39,-8.38,507
3399,0.99,1.24,-10.51,507
3400,1.44,0.64,-11.13,507
3401,1.06,1.13,-11.05,507
3402,0.43,0.83,-8.92,507
3403,0.73,0.08,-8.8,507
3404,0.39,0.94,-11.24,507
3405,1.36,1.09,-11.94,507
3407,1.03,0.08,-12.29,507
3408,1.25,1.05,-12.13,507
3409,0.62,1.17,-10.93,507
3410,0.8,0.38,-9.62,507
3411,1.14,0.04,-8.5,507
3412,0.39,0.08,-6.44,507
3413,0.02,0.3,-9.27,507
3414,0.09,0.26,-9.46,507
3415,0.58,0.53,-10.89,507
3416,0.2,0.87,-12.13,507
3417,1.14,0.26,-12.06,507
3418,0.13,0.6,-11.01,507
3419,0.32,1.02,-11.13,507
3420,1.1,1.17,-9.89,507
3421,0.91,-0.19,-9.5,507
3422,0.65,0.3,-8.65,507
3423,0.76,0.56,-8.5,507
3424,0.69,0.04,-11.13,507
3425,1.18,0.94,-13.26,507
3426,0.62,-0.04,-10.59,507
3427,0.62,1.13,-11.09,507
3428,0.35,0.87,-9.73,507
3429,0.84,0.79,-9.85,507
3430,0.62,1.35,-8.73,507
3431,0.5,1.39,-10.59,507
3432,0.2,0.45,-10.89,507
3433,0.58,0.75,-8.73,507
3434,0.95,0.72,-10.35,507
3435,1.03,0.64,-11.75,507
3436,0.62,1.47,-11.78,507
3437,0.69,0.75,-11.75,507
3438,1.03,0.98,-10.97,507
3439,0.17,0.19,-9.39,507
3440,0.69,1.17,-9.85,507
3441,1.44,0.64,-11.17,507
3442,0.76,0.53,-10.82,507
3444,0.84,0.15,-10.04,507
3445,0.58,0.38,-9.11,507
3446,0.17,0.56,-11.82,507
3447,1.33,0.68,-11.71,507
3448,0.65,0.68,-9.85,507
3449,0.69,0.87,-9.77,507
3450,0.65,0.11,-8.92,507
3451,0.8,-0.04,-9.46,507
3452,1.55,1.32,-12.48,507
3453,0.43,-0.37,-9.81,507
3454,0.2,0,-10.66,507
3455,1.47,2.37,-11.51,507
3456,0.88,0.41,-11.36,507
3457,1.81,1.43,-14.61,507
3458,0.73,-0.49,-9.54,507
3459,0.76,0.04,-7.68,507
3460,0.8,1.8,-11.71,507
3461,1.33,0.68,-13.29,507
3462,0.2,2.22,-11.55,507
3463,2.07,-0.41,-10.43,507
3464,0.5,1.95,-12.21,507
3465,0.5,0.11,-10.82,507
3466,1.7,0.75,-11.82,507
3467,0.91,1.69,-9.69,507
3468,-0.54,-0.11,-9.39,507
3469,0.17,0.38,-11.09,507
3470,1.29,0.3,-13.06,507
3471,0.17,0.04,-9.62,507
3472,0.17,1.77,-9.58,507
3473,1.51,0.08,-12.95,507
3474,0.73,1.28,-12.44,507
3475,0.62,0.04,-8.57,507
3476,0.76,2.14,-13.95,507
3477,0.43,0.11,-9.69,507
3478,0.65,0.08,-8.53,507
3480,0.58,0.38,-12.06,507
3481,0.73,0.75,-11.78,507
3482,0.32,-0.64,-8.65,507
3483,0.32,0.75,-11.4,507
3484,1.36,0.9,-12.67,507
3485,0.2,1.35,-13.33,507
3486,0.69,1.02,-11.63,507
3487,0.13,1.05,-9.39,507
3488,0.24,1.24,-7.61,507
3489,1.29,0.64,-10.24,507
3490,1.21,0.04,-12.21,507
3491,0.88,1.54,-10.97,507
3492,0.35,-0.04,-7.33,507
3493,0.99,0.41,-9.77,507
3494,0.73,1.5,-11.2,507
3495,0.88,0.15,-10.47,507
3496,1.25,1.39,-10.93,507
3497,0.88,0,-10.93,507
3498,0.62,1.24,-10.97,507
3499,0.76,0.75,-9.42,507
3500,0.76,0.08,-11.59,507
3501,0.69,1.5,-13.8,507
3502,0.17,-0.26,-10.35,507
3503,0.47,0.98,-8.38,507
3504,1.06,2.22,-9.62,507
3505,1.51,0.26,-14.57,507
3506,0.24,2.33,-10.39,507
3507,0.73,-0.19,-12.95,507
3508,0.88,1.05,-12.79,507
3509,0.8,-0.71,-9.19,507
3510,1.44,1.32,-10.7,507
3511,0.17,2.52,-9.42,507
3512,1.18,-1.73,-12.52,507
3513,0.62,2.48,-13.84,507
3514,0.17,-0.45,-10.93,507
3515,0.17,0.83,-9.81,507
3517,0.54,0.64,-7.88,507
3518,0.17,0.08,-7.72,507
3519,0.69,0.08,-11.51,507
3520,0.76,1.35,-12.13,507
3521,-0.06,-0.75,-8.92,507
3522,0.05,1.09,-9.31,507
3523,1.74,0.53,-12.95,507
3524,1.1,0.49,-12.95,507
3525,1.4,0.87,-12.13,507
3526,1.59,0.04,-10.62,508
3527,1.77,2.18,-9.27,507
3528,1.7,0.72,-8.57,507
3529,2.48,-0.22,-10.35,507
3530,0.47,1.58,-12.48,507
3531,1.7,1.28,-11.98,507
3532,2,-0.11,-8.46,507
3533,1.89,0.72,-9.62,507
3534,1.29,1.32,-11.9,507
3535,1.55,0.6,-12.64,507
3536,0.65,1.47,-11.71,507
3537,-0.02,0.79,-9.11,507
3538,0.13,0.83,-9.31,507
3539,1.51,0.26,-12.21,507
3540,-0.02,1.09,-10.97,507
3541,0.2,0.3,-11.28,507
3542,1.14,-0.04,-10.12,507
3543,0.91,0.49,-10.82,507
3544,1.51,1.09,-8.53,507
3545,0.2,0,-7.3,507
3546,0.73,0.15,-10.66,507
3547,1.36,0.6,-12.67,507
3548,0.24,1.5,-12.09,507
3549,0.69,0,-10.93,507
3550,0.13,1.58,-10.62,507
3551,0.5,0.11,-9.97,507
3553,0.76,0.79,-9.15,507
3554,1.44,0.53,-11.17,507
3555,0.99,0.83,-10.7,507
3556,1.14,0.79,-9.35,507
3557,0.76,0.11,-9.54,507
3558,1.25,1.65,-11.55,507
3559,1.03,0.49,-10.04,507
3560,0.62,0.75,-10.31,507
3561,0.17,0.87,-8.8,507
3562,0.62,0.08,-10.7,507
3563,0.91,1.05,-11.01,507
3564,0.73,0.23,-11.78,507
3565,0.76,0.23,-9.23,507
3566,1.18,1.2,-12.29,507
3567,0.76,0.08,-11.4,507
3568,0.62,1.05,-9.85,507
3569,1.4,1.13,-11.05,507
3570,0.73,0.6,-10.93,507
3571,0.99,1.05,-9.27,507
3572,0.8,0.72,-9.04,507
3573,1.62,1.39,-12.64,507
3574,1.51,1.13,-11.36,507
3575,1.44,1.17,-9.73,507
3576,0.99,2.18,-12.17,507
3577,0.95,0.08,-13.84,507
3578,0.73,1.54,-10.78,507
3579,0.88,0.15,-8.96,507
3580,1.03,0.08,-11.98,507
3581,0.84,0.83,-12.37,507
3582,0.88,0.04,-13.14,507
3583,1.44,0.53,-11.4,507
3584,1.74,1.35,-15.5,507
3585,1.66,-0.34,-14.42,507
3586,0.39,1.35,-11.13,507
3587,0.35,-0.79,-11.05,507
3588,0.84,1.58,-11.75,507
3590,0.69,-0.11,-10.24,507
3591,0.39,0.26,-8.65,507
3592,0.69,1.28,-10.12,507
3593,1.62,-0.9,-13.72,507
3594,0.13,1.77,-11.98,507
3595,2.33,-0.15,-12.37,507
3596,1.25,1.13,-9.19,507
3597,0.99,1.05,-7.3,507
3598,1.25,0.19,-11.09,507
3599,0.65,0,-11.2,507
3600,0.28,1.54,-9.77,507
3601,0.95,-0.6,-10.97,507
3602,1.92,1.35,-10.43,507
3603,-0.62,-0.22,-10.93,507
3604,1.1,0.56,-10.93,507
3605,0.8,0.15,-12.83,507
3606,1.55,1.09,-13.64,507
3607,1.33,-0.45,-11.51,507
3608,1.33,-0.15,-8.88,507
3609,0.73,0.75,-5.98,507
3610,0.73,1.24,-8.88,507
3611,1.4,0.9,-11.01,507
3612,1.14,0.45,-10.93,507
3613,0.05,1.13,-10.47,507
3614,0.17,-0.26,-8.53,507
3615,0.24,0.53,-9.81,507
3616,0.84,0.79,-9.42,507
3617,0.84,0.08,-11.4,507
3618,0.69,1.5,-12.98,507
3619,0.32,0,-12.29,507
3620,0.5,1.05,-9.93,507
3621,0.62,0.15,-8.5,507
3622,0.17,0.34,-9.23,507
3623,1.21,1.73,-12.44,507
3624,0.62,0.11,-11.24,507
3626,1.55,1.35,-11.36,507
3627,1.21,0.49,-10.86,507
3628,0.91,1.02,-10.62,507
3629,0.99,0.9,-9.58,507
3630,0.84,0.94,-8.77,507
3631,0.76,0.68,-6.99,507
3632,1.18,0.49,-9.58,507
3633,1.25,0.11,-11.32,507
3634,1.4,1.13,-13.41,507
3635,1.4,0.83,-11.51,507
3636,1.25,0.75,-10,507
3637,0.62,0.6,-10.31,507
3638,0.17,1.2,-9.85,507
3639,0.2,0.68,-6.95,507
3640,0.2,-0.07,-9.97,507
3641,-0.32,0.83,-11.32,507
3642,2.03,0.41,-10.59,507
3643,1.66,0.08,-9.08,507
3644,1.55,0.3,-10,507
3645,1.18,0.98,-11.01,507
3646,0.73,0.08,-11.86,507
3647,1.25,1.43,-11.36,507
3648,0.84,0.19,-10.39,507
3649,0.76,0.68,-10.2,507
3650,0.84,0.9,-9,507
3651,0.95,0.75,-13.99,507
3652,1.18,1.2,-12.17,507
3653,0.91,0.75,-10.55,507
3654,0.54,0.94,-9.54,507
3655,0.8,-0.04,-7.88,507
3656,0.84,0.04,-9.04,507
3657,0.58,-0.11,-9.54,507
3658,0.43,0.08,-9.5,507
3659,1.03,0.64,-10.97,507
3660,1.18,0.08,-10.66,507
3661,0.5,1.17,-11.36,507
3662,0.76,0.45,-10.82,507
3664,1.06,0.9,-11.78,507
3665,0.99,0.41,-11.75,507
3666,1.4,1.62,-12.79,507
3667,1.81,0.41,-13.26,507
3668,1.66,0.87,-11.9,507
3669,1.03,0.9,-10.55,507
3670,1.29,0.26,-8.34,507
3671,1.66,1.35,-11.55,507
3672,1.03,1.69,-10.24,507
3673,1.4,-0.19,-13.91,507
3674,0.54,-0.79,-13.87,507
3675,0.8,1.84,-9.08,507
3676,0.58,0.87,-6.91,507
3677,0.05,-0.04,-8.15,507
3678,1.47,1.13,-15.11,507
3679,-0.77,-0.82,-13.33,507
3680,0.91,1.43,-9.31,507
3681,0.2,1.05,-6.48,507
3682,2.41,0.26,-16.04,507
3683,0.69,1.95,-13.33,507
3684,1.44,-0.56,-8.84,507
3685,0.84,1.24,-14.76,507
3686,0.32,-0.04,-10.55,507
3687,0.76,0.19,-8.88,507
3688,0.17,1.2,-13.29,507
3689,0.39,0.53,-12.44,507
3690,1.74,1.28,-10.55,507
3691,-0.39,1.69,-11.9,507
3692,1.06,-0.26,-15.89,506
3693,2.52,1.62,-13.29,507
3694,0.13,-0.26,-8.8,507
3695,-0.73,0.53,-7.22,507
3696,1.74,1.13,-7.64,507
3697,2.41,0.26,-10.47,507
3698,1.21,0.3,-8.03,507
3700,0.91,0.11,-10.04,507
3701,0.32,0.23,-11.67,507
3702,1.36,0.49,-11.55,507
3703,0.5,-0.11,-9.08,507
3704,0.17,0.79,-9.31,507
3705,0.2,1.39,-10.7,507
3706,1.21,0.11,-9.85,507
3707,1.4,1.47,-10.7,507
3708,0.84,0.75,-10.66,507
3709,0.24,0.11,-9.11,507
3710,0.35,1.13,-9.58,507
3711,1.06,0.08,-10.89,507
3712,1.14,2.03,-12.6,507
3713,1.03,0,-10.82,507
3714,0.91,0.6,-9,507
3715,1.18,1.43,-8.88,507
3716,1.55,0.83,-10.66,507
